correct.or.not.1;correct.or.not.2;delay;b1;b2
c;c;0;wave;repeat
c;c;3;giro;repeat
c;c;6;wave;growl
c;giro;6;growl;repeat
c;c;3;giro;wave
c;c;3;giro;repeat
c;c;6;growl;repeat
c;c;9;growl;wave
c;sing;9;wave;repeat
c;c;6;growl;giro
c;c;6;giro;repeat
c;c;9;wave;growl
c;c;9;giro;giro
c;c;9;growl;repeat
c;sing;12;wave;repeat
