correct.or.not.1;correct.or.not.2;delay;b1;b2
c;c;0;wave;repeat
c;c;3;giro;repeat
c;giro;6;giro;wave
c;giro;6;growl;repeat
c;c;3;growl;wave
c;c;3;giro;repeat
c;wave;6;growl;repeat
c;c;3;giro;giro
c;c;3;wave;giro
c;wave;3;growl;repeat
c;giro;0;wave;repeat
c;c;0;growl;growl
c;c;0;wave;repeat
c;wave;3;giro;repeat
c;c;0;wave;growl
