correct.or.not.1;correct.or.not.2;delay;b1;b2
c;wave;0;growl;repeat
c;c;0;giro;growl
c;c;0;giro;repeat
c;c;3;wave;repeat
c;c;6;giro;wave
c;wave;6;giro;repeat
c;c;3;growl;wave
c;c;3;growl;repeat
c;growl+wave;6;giro;repeat
c;c;3;wave;giro
c;c;3;growl;repeat
c;growl;6;wave;repeat
c;c;3;growl;giro
c;c;3;wave;growl
c;growl;3;wave;repeat
