correct.or.not.1;correct.or.not.2;delay;b1;b2
c;c;0;growl;repeat
c;wave;3;giro;repeat
c;c;3;wave;wave
c;c;3;growl;repeat
c;sing;6;wave;repeat
c;c;3;wave;giro
c;sing;3;giro;repeat
c;spin;3;wave;repeat
c;c;3;giro;growl
c;c;3;growl;repeat
c;sing;6;wave;repeat
c;c;3;growl;wave
c;c;3;growl;giro
c;c;3;giro;growl
c;sing;3;giro;repeat
