correct.or.not.1;correct.or.not.2;delay;b1;b2
c;c;0;growl;repeat
c;c;3;giro;growl
c;c;3;giro;repeat
c;c;6;wave;repeat
c;c;9;giro;wave
c;wave;9;giro;repeat
c;c;6;growl;wave
c;wave;6;growl;repeat
c;wave;3;giro;repeat
c;c;0;wave;giro
c;c;0;growl;repeat
c;growl;3;wave;repeat
c;c;0;growl;giro
c;c;0;wave;growl
c;growl;0;wave;repeat
