correct.or.not.1;correct.or.not.2;delay;b1;b2
c;headbump;0;wave;repeat
c;c;3;wave;growl
c;c;3;giro;repeat
c;c;6;growl;wave
c;spin;6;wave;repeat
c;c;3;growl;wave
c;c;3;giro;repeat
c;c;6;growl;repeat
c;c;9;giro;giro
c;c;9;growl;repeat
c;c;12;wave;growl
c;wave;12;giro;repeat
c;sing;9;wave;repeat
c;c;6;giro;giro
c;c;6;growl;repeat
