correct.or.not.1;correct.or.not.2;delay;b1;b2
c;snort;0;wave;repeat
c;snort;0;shy;repeat
c;c;0;shy;wave
c;c;0;snort;repeat
c;shy+wave;3;snort;wave
c;snort;0;shy;repeat
c;c;3;snort;repeat
c;c;6;shy;shy
c;c;0;wave;shy
c;snort+wave;6;snort;repeat
c;c;9;wave;repeat
c;c;0;snort;snort
c;c;12;wave;repeat
c;wave;15;shy;repeat
c;c;0;wave;snort
