correct.or.not.1;correct.or.not.2;delay;b1;b2
c;c;0;snort;repeat
c;c;3;shy;snort
c;c;0;shy;repeat
c;c;6;wave;repeat
c;shy;0;shy;wave
c;snort;9;shy;repeat
c;c;0;snort;wave
c;c;3;snort;repeat
c;snort;0;shy;repeat
c;c;0;wave;shy
c;c;0;snort;repeat
c;c;3;wave;repeat
c;c;0;snort;shy
c;c;6;wave;snort
c;c;0;wave;repeat
